id,company,region,industry,products,metric,summary,url,created_at
2939b360-b552-4b73-b8e3-8be1051cc220,Lightspeed,americas,commerce platform,"[""terminal"",""connect"",""payments"",""capital"",""sigma""]",$29B+ gross transaction volume,"Lightspeed uses Stripe Terminal, Connect, and Capital to power omnichannel payments and embedded finance.",https://stripe.com/customers/lightspeed-terminal,2026-07-25 22:42:26.701882+00
3b9293f5-fa59-4c38-a7ed-6c9c633b28bd,WooCommerce,americas,ecommerce platform,"[""payments"",""connect""]",17 new countries in 3 months,WooCommerce partners with Stripe to power WooPayments and expand internationally.,https://stripe.com/customers/woocommerce,2026-07-25 22:42:26.701882+00
41d9ca11-4d49-4587-9e09-2df70e7dccf7,Shopify,americas,ecommerce platform,"[""connect"",""payments"",""issuing"",""treasury"",""terminal"",""radar""]","100,000 Shopify Balance accounts in first 4 months",Shopify uses Stripe to power Shopify Balance and embedded financial services for merchants.,https://stripe.com/customers/shopify,2026-07-25 22:42:26.701882+00
4577523c-0396-4be7-8f1d-800a735691ee,Lime,americas,mobility,"[""payments""]",100% reduction in verifying data inaccuracies,Lime uses Stripe data integrations to improve payment data accuracy and operational reporting.,https://stripe.com/customers/lime,2026-07-25 22:42:26.701882+00
467b90e2-7320-41a2-86a8-ec4fb96f3c7a,Blockchain.com,uk-ireland,crypto,"[""payments"",""radar""]",37 million verified users,Blockchain.com uses Stripe Payments and Radar to improve fiat onboarding and distinguish legitimate users from fraudsters.,https://stripe.com/customers/blockchaincom,2026-07-25 22:42:26.701882+00
65e81d51-0853-496b-8e8e-e231cfa8167d,Sharetribe,nordics,marketplace platform,"[""connect"",""payments""]",75% of Sharetribe customers choose Stripe,Sharetribe uses Stripe Connect to deliver compliant marketplace payment flows for its customers.,https://stripe.com/customers/sharetribe,2026-07-25 22:42:26.701882+00
6651feb4-42e5-4825-addd-068bd331c530,Kickstarter,americas,crowdfunding marketplace,"[""payments"",""connect""]",,Kickstarter uses Stripe to extend global reach and improve crowdfunding payments.,https://stripe.com/customers/kickstarter,2026-07-25 22:42:26.701882+00
6971fd35-118b-407c-baa3-1864f11845fe,Substack,americas,publishing creator economy,"[""billing"",""payments""]",5 million+ paid subscriptions,Substack uses Stripe to power subscription payments for independent publishers.,https://stripe.com/customers/substack,2026-07-25 22:42:26.701882+00
6c7dabe0-6ee0-44a4-ac6b-4b32a03e38d5,Rohan,uk-ireland,retail,"[""payments"",""radar""]",6.5% more online customers within two months,Rohan integrated BigCommerce and Stripe to attract more online shoppers.,https://stripe.com/customers/rohan,2026-07-25 22:42:26.701882+00
7b09970a-9dcd-4ee9-967f-074fa72cc3bd,Tokyu Tsugi Tsugi,apac,travel subscription,"[""payments"",""billing""]",20% conversion increase,Tokyu uses Stripe to launch a travel subscription service quickly and improve conversion.,https://stripe.com/jp/customers/tokyu,2026-07-25 22:42:26.701882+00
7baff2c9-d61f-428a-b361-e44ea193ab19,Dines,apac,hospitality,"[""payments"",""terminal"",""connect""]",150% increase in revenue per transaction,"Dines uses Stripe Payments, Terminal, and Connect to support restaurant transactions and reduce operational work.",https://stripe.com/jp/customers/dines,2026-07-25 22:42:26.701882+00
810a9796-b1fc-4006-b073-67931fcbcce4,Oh my teeth,apac,healthcare D2C,"[""payments""]",10x revenue growth in 3 years,Oh my teeth uses Stripe Payments to support its direct-to-consumer orthodontics business.,https://stripe.com/jp/customers/oh-my-teeth,2026-07-25 22:42:26.701882+00
830f27b3-805a-4daa-87b4-1cbda1f1d23f,RushOrderTees,americas,ecommerce apparel,"[""payments"",""link""]",3.50% conversion increase,RushOrderTees uses Stripe checkout optimization to improve conversion and payment success.,https://stripe.com/customers/rushordertees,2026-07-25 22:42:26.701882+00
835986c9-e65e-4297-b272-7ef4dcfd6427,Turo,americas,mobility marketplace,"[""payments"",""connect""]",,Turo consolidates pay-ins and payouts on Stripe to reduce costs and boost revenue.,https://stripe.com/customers/turo,2026-07-25 22:42:26.701882+00
8395b867-d30e-4b7f-bd44-b33760d6dafb,Instacart,americas,grocery marketplace,"[""connect"",""payments"",""issuing""]",600K+ shoppers,"Instacart uses Stripe to power complex marketplace payments and payouts across shoppers, retailers, and consumers.",https://stripe.com/customers/instacart,2026-07-25 22:42:26.701882+00
845a728f-9c4f-430a-aa65-6e514c8b8d12,Dermalogica,americas,beauty retail,"[""payments"",""radar""]",50% fraud reduction in 6 months,Dermalogica uses Radar for Fraud Teams and Stripe Payments to reduce fraud while maintaining conversion.,https://stripe.com/customers/dermalogica,2026-07-25 22:42:26.701882+00
864f531d-faef-4cc3-b18a-99cb4cfa3068,N26,germany,fintech,"[""financial-connections"",""payments""]",7 million+ clients,N26 partners with Stripe to make bank-account top-ups instant for millions of clients.,https://stripe.com/customers/n26,2026-07-25 22:42:26.701882+00
89a468e0-1b40-41fb-8480-4d2e6706e7ec,Alaska Airlines,americas,travel,"[""terminal"",""payments""]","7,000+ flight attendants using Tap to Pay on iPhone",Alaska Airlines uses Stripe Terminal and Tap to Pay on iPhone to accept contactless in-flight payments.,https://stripe.com/customers/alaska-airlines,2026-07-25 22:42:26.701882+00
8ae7bea9-75a4-4c21-945c-a7fb72aa0bd5,Bookshop.org,americas,ecommerce marketplace,"[""connect"",""payments""]",36% increase in mobile conversion rates,Bookshop.org uses Stripe to help millions of customers support independent bookstores online.,https://stripe.com/customers/bookshop.org,2026-07-25 22:42:26.701882+00
90a12c9a-aaa7-4be8-9e5f-d6e15a9d77b8,Mindbody,americas,wellness SaaS,"[""payments"",""connect"",""terminal""]",,Mindbody built an integrated payments platform with Stripe for wellness businesses.,https://stripe.com/customers/mindbody,2026-07-25 22:42:26.701882+00
95c087d4-dc67-40e4-a322-9fd962b4c16b,InVideo,apac,SaaS video,"[""billing"",""payments""]",Renewal recovery rate improved from 23% to 30%,InVideo uses Stripe Billing recovery tools to recover failed payments and increase recurring revenue.,https://stripe.com/us/customers/invideo,2026-07-25 22:42:26.701882+00
a30281e7-872c-4ae7-950c-c62f2f8f6c8d,Atlassian,apac,SaaS,"[""billing"",""payments"",""radar""]","200,000 customers managed on Stripe Billing",Atlassian selected Stripe to consolidate global billing and payments on a single platform.,https://stripe.com/customers/atlassian,2026-07-25 22:42:26.701882+00
a4279dae-9974-4fd3-857a-11e612002577,Zoom,americas,SaaS communications,"[""payments"",""billing""]",,Zoom uses Stripe to access global payment methods and reduce churn.,https://stripe.com/customers/zoom,2026-07-25 22:42:26.701882+00
a441da37-3b01-4ba8-97e2-ed8cab5f05a4,Intercom,uk-ireland,SaaS,"[""billing"",""payments"",""link""]",5 months to launch new subscription model,"Intercom uses Stripe Billing to support AI products, usage-based billing, and subscription pricing changes.",https://stripe.com/customers/intercom,2026-07-25 22:42:26.701882+00
a9b164fd-a7bb-4d2c-98ea-43e4694518a4,Cleo,uk-ireland,fintech,"[""payments"",""radar""]",23% reduction in chargeback rate,Cleo uses Radar for Fraud Teams to reduce chargebacks and improve payment performance.,https://stripe.com/customers/cleo-ai,2026-07-25 22:42:26.701882+00
aab3c824-530d-43da-9bcb-4718af94b2f7,GitHub,americas,developer platform,"[""connect"",""payments""]",,GitHub uses Stripe to support payments for GitHub Sponsors and related platform flows.,https://stripe.com/customers/github,2026-07-25 22:42:26.701882+00
ae5d5bb3-1dfb-4a1f-aad8-34da291b5daf,Splitit,middle-east,fintech payments,"[""payments""]",,Splitit uses Stripe to scale global growth for installment payments.,https://stripe.com/customers/splitit,2026-07-25 22:42:26.701882+00
af7227c1-d87f-49e7-bf27-50238b1e460c,EatMe,apac,foodtech,"[""connect"",""terminal""]",7x transaction growth in 6 months,EatMe uses Stripe Connect and Terminal to scale restaurant transactions and onboarding.,https://stripe.com/jp/customers/eatme,2026-07-25 22:42:26.701882+00
b4e5ecf2-44ed-4347-8cea-439982d577e5,Deliveroo,uk-ireland,food delivery,"[""billing"",""payments""]",£100M+ recovered with Smart Retries and billing recovery tools,Deliveroo uses Stripe Billing recovery capabilities to support subscription revenue at global scale.,https://stripe.com/customers/deliveroo,2026-07-25 22:42:26.701882+00
b8705ed0-65b7-4193-bb8a-e2f4405561cf,Meetup,americas,events community,"[""billing"",""payments""]",3x increase in trial-to-paid customer conversion,Meetup uses Stripe Billing to automate subscriptions and improve trial conversion.,https://stripe.com/customers/meetup,2026-07-25 22:42:26.701882+00
c83b32f4-5f9f-4863-8f2a-6540e503d80c,Whimsical,americas,SaaS collaboration,"[""climate""]",,Whimsical uses Stripe Climate to contribute part of payments toward climate action.,https://stripe.com/customers/whimsical,2026-07-25 22:42:26.701882+00
ca1f8f5b-3037-4c9f-b497-7ead0ab56199,Canva,apac,SaaS design,"[""payments"",""sigma""]",2.1% improvement in payment success rates,"Canva uses Stripe to optimize global payments, improve success rates, and reduce network costs.",https://stripe.com/customers/canva,2026-07-25 22:42:26.701882+00
cc3f7745-9e1d-4278-854c-3d16168ae8b4,Anthropic,americas,AI,"[""payments"",""billing"",""link"",""radar""]",83% reduction in legitimate transactions blocked after adding Radar,"Anthropic uses Stripe to scale revenue operations for Claude, improve checkout, reduce false fraud blocks, and streamline reconciliation.",https://stripe.com/customers/anthropic,2026-07-25 22:42:26.701882+00
cdb872ac-6e26-4680-ab90-09a484eea44b,Oasis Hotels,americas,travel hospitality,"[""payments"",""link"",""radar""]",90% reduction in fraud dispute rate,Oasis Hotels uses Stripe payment and fraud tools to reduce disputes and support online bookings.,https://stripe.com/gb/customers/oasis-hotels,2026-07-25 22:42:26.701882+00
d836edd7-c059-4863-95b6-12e5cf1dcdd1,ThriveCart,uk-ireland,creator commerce,"[""payments"",""connect"",""billing"",""radar"",""link""]",7% conversion increase with crypto payments,"ThriveCart uses Stripe payment and platform tools to improve conversion, payment success, and average order value.",https://stripe.com/us/customers/thrivecart,2026-07-25 22:42:26.701882+00
d8bf74d1-1064-4179-8c0f-92dda15fef68,GAIA,apac,ecommerce,"[""payments"",""radar"",""adaptive-pricing""]",9% conversion increase,GAIA uses Stripe Payments and fraud/payment optimization tools to improve conversion and authorization rates.,https://stripe.com/jp/customers/gaia,2026-07-25 22:42:26.701882+00
e3e1ccb0-3c16-4c71-8870-5a6cdd1953bd,Togetherwork,americas,vertical SaaS,"[""connect"",""terminal"",""radar"",""treasury"",""issuing"",""capital"",""sigma""]",20+ processors consolidated onto Stripe,Togetherwork uses Stripe to consolidate payments and add embedded finance features across its software portfolio.,https://stripe.com/customers/togetherwork,2026-07-25 22:42:26.701882+00
e600fef4-9aac-4035-875f-96d45846812c,Amazon,americas,ecommerce,"[""payments"",""connect""]",,Amazon uses Stripe to simplify cross-border payments and support international checkout experiences.,https://stripe.com/customers/amazon,2026-07-25 22:42:26.701882+00
e6dade48-37f3-45f2-95bb-a9c07b88d7c5,Tiller,france,restaurant POS SaaS,"[""payments""]",90% increase in trial sign-ups,Tiller uses Stripe Checkout to improve trial sign-ups and streamline payments.,https://stripe.com/customers/tiller,2026-07-25 22:42:26.701882+00
e846237f-d0d7-456e-ac02-cccedb130d33,Accenture,americas,professional services,[],,Accenture discusses the future of payments and financial automation with Stripe.,https://stripe.com/customers/accenture-sulabh-agarwal,2026-07-25 22:42:26.701882+00
eb435e26-fd20-4576-8eec-e94fe50e03fe,Postmates,americas,food delivery marketplace,"[""payments"",""connect"",""billing"",""radar"",""sigma""]",$3.3M identified cost savings,Postmates used Stripe payment consultation services to reduce card network fees and identify major savings.,https://stripe.com/customers/postmates-cost,2026-07-25 22:42:26.701882+00
ed5980df-000d-4ecd-9bda-35a94ae6a20f,Twilio,americas,SaaS communications,"[""payments"",""sigma""]",10% authorization-rate increase,"Twilio uses Stripe to improve authorization rates through routing, account updating, and payment optimization.",https://stripe.com/customers/twilio,2026-07-25 22:42:26.701882+00
edc1b114-daf3-40f7-bebc-810be0250410,TicketSocket,americas,events ticketing,"[""connect"",""payments"",""link""]",10% conversion increase with Link,"TicketSocket uses Stripe to support event payments, Link checkout, and lower chargebacks.",https://stripe.com/customers/ticketsocket,2026-07-25 22:42:26.701882+00
f50bf730-b077-4099-9443-69d904f1ddc9,Etsy,americas,marketplace,"[""financial-connections"",""link"",""payments""]",,Etsy partners with Stripe to offer Instant Bank Payments through Link.,https://stripe.com/customers/etsy-spotlight,2026-07-25 22:42:26.701882+00
f6a3d4fc-a4c7-4f8e-a04e-072c998333c1,Ankorstore,france,marketplace,"[""connect"",""payments"",""billing"",""identity"",""radar""]",50% month-over-month OrderPay growth,Ankorstore uses Stripe Connect to scale its B2B marketplace across 28 countries and launch new payment products quickly.,https://stripe.com/customers/ankorstore,2026-07-25 22:42:26.701882+00
f8720297-8ed9-498b-b01d-dd2990b38310,Postmates,americas,food delivery marketplace,"[""payments"",""connect"",""billing"",""radar"",""sigma"",""adaptive-pricing""]",$70M+ added revenue,Postmates used Stripe optimization tools to boost authorization rates and add more than $70 million in revenue.,https://stripe.com/customers/postmates-auth,2026-07-25 22:42:26.701882+00
fa46bedd-82e7-49ef-9ac4-cc8ef291ff3a,eero,americas,consumer electronics,"[""billing"",""payments""]",,eero uses Stripe Billing and Payments to launch new subscription products quickly.,https://stripe.com/customers/eero,2026-07-25 22:42:26.701882+00
fe8552ef-76b9-402a-98af-9867c98b429b,Lyft,americas,mobility marketplace,"[""payments"",""connect""]",,Lyft uses Stripe to optimize driver and passenger payment experiences.,https://stripe.com/customers/lyft,2026-07-25 22:42:26.701882+00
